client_id,risk_appetite,category,asset_type,asset_name,value,purchase_date,annual_return,is_international,sector
CL100528,Aggressive,Cash,Cash,CD,579.33,2022-08-24,0.0217,False,Certificate of Deposit
CL100528,Aggressive,Cash,Cash,Savings Account,1675.48,2022-03-10,0.0105,False,Bank Deposit
CL100528,Aggressive,Cash,Cash,CD,2114.76,2020-01-11,0.0152,False,Certificate of Deposit
CL100528,Aggressive,Alternatives,Hedge Fund,Market Neutral,4155.84,2019-11-04,0.1007,False,Arbitrage
CL100528,Aggressive,Alternatives,Hedge Fund,Global Macro,2623.78,2022-07-05,0.2514,True,Macro Strategy
CL100528,Aggressive,Alternatives,Hedge Fund,Long/Short,1842.38,2016-05-21,-0.0066,True,Equity Strategy
CL100528,Aggressive,Real Estate,REIT,PLD,4028.55,2017-01-24,0.1393,False,Industrial
CL100528,Aggressive,Real Estate,Property,Residential,2272.71,2018-10-20,0.013,False,Residential
CL100528,Aggressive,Real Estate,REIT,O,2376.0,2021-06-26,-0.3677,False,Retail
CL100528,Aggressive,Commodities,Commodity,PDBC,351.18,2016-03-10,0.0874,True,Diversified
CL100528,Aggressive,Commodities,Commodity,DBC,608.65,2019-12-28,0.2264,False,Diversified
CL100528,Aggressive,Commodities,Commodity,GLD,737.96,2017-03-14,0.1793,True,Precious Metals
CL100529,Aggressive,Equities,Mutual Fund,FXAIX,6227.07,2016-08-30,-0.2828,True,Broad Market
CL100529,Aggressive,Equities,Stock,MSFT,3266.27,2024-08-23,0.0556,False,Technology
CL100529,Aggressive,Equities,Stock,TSLA,637.47,2017-08-04,0.21,False,Consumer Discretionary
CL100529,Aggressive,Bonds,Corporate Bond,High Yield,757.42,2024-04-13,-0.0329,True,High Yield
CL100529,Aggressive,Cash,Cash,T-Bills,259.01,2022-07-20,0.0173,False,Short-Term Government
CL100529,Aggressive,Cash,Cash,Savings Account,394.49,2024-12-20,0.0156,False,Bank Deposit
CL100529,Aggressive,Commodities,Commodity,USO,1459.57,2018-08-02,-0.0798,True,Energy
CL100530,Conservative,Equities,Stock,JNJ,23450.15,2019-02-27,0.2002,True,Healthcare
CL100530,Conservative,Equities,Stock,MSFT,3269.3,2017-03-07,0.0451,False,Technology
CL100530,Conservative,Equities,ETF,VTI,6169.55,2021-01-17,0.2858,False,Broad Market
CL100530,Conservative,Equities,Stock,GOOGL,8039.73,2024-06-15,0.0598,True,Communication Services
CL100530,Conservative,Equities,ETF,SPY,18492.33,2023-10-07,-0.0448,False,Broad Market
CL100530,Conservative,Bonds,Government Bond,US Treasury,7835.01,2024-07-21,-0.0118,True,Government
CL100530,Conservative,Bonds,Corporate Bond,Investment Grade,61397.72,2018-12-27,0.0769,False,Investment Grade
CL100530,Conservative,Bonds,Corporate Bond,BLV,8039.37,2017-03-27,0.0458,False,Long-Term
CL100530,Conservative,Bonds,Corporate Bond,Investment Grade,29081.67,2024-04-12,0.0012,False,Investment Grade
CL100530,Conservative,Cash,Cash,Savings Account,447.45,2019-04-21,0.0186,False,Bank Deposit
CL100530,Conservative,Cash,Cash,Savings Account,7115.29,2025-06-14,-0.0007,False,Bank Deposit
CL100530,Conservative,Cash,Cash,T-Bills,11244.07,2016-11-12,0.0195,False,Short-Term Government
CL100530,Conservative,Alternatives,Private Equity,Buyout Fund,3396.06,2016-07-07,0.2398,False,Mature Companies
CL100530,Conservative,Alternatives,Hedge Fund,Market Neutral,102.29,2021-05-18,-0.0214,False,Arbitrage
CL100530,Conservative,Alternatives,Private Equity,Growth Equity,739.16,2022-11-03,0.0275,False,Growth Stage
CL100530,Conservative,Alternatives,Hedge Fund,Market Neutral,633.23,2022-10-29,0.0784,False,Arbitrage
CL100530,Conservative,Real Estate,REIT,IYR,8766.08,2016-06-22,0.141,False,Diversified
CL100530,Conservative,Real Estate,Property,Commercial,1269.11,2024-11-27,0.1469,False,Commercial
CL100530,Conservative,Real Estate,Property,Commercial,491.67,2020-10-07,-0.0911,False,Commercial
CL100531,Moderate,Equities,ETF,XLK,262.54,2024-08-09,0.1965,False,Technology
CL100531,Moderate,Equities,Mutual Fund,SWPPX,77.82,2021-05-25,0.1374,False,Broad Market
CL100531,Moderate,Equities,ETF,QQQ,790.05,2023-05-15,0.3434,False,Technology
CL100531,Moderate,Equities,Stock,AMZN,301.43,2015-10-31,0.0444,False,Consumer Discretionary
CL100531,Moderate,Equities,Mutual Fund,FCNTX,874.35,2016-01-07,-0.2888,False,Growth
CL100531,Moderate,Equities,ETF,VGT,286.98,2024-02-24,-0.1828,True,Technology
CL100531,Moderate,Equities,ETF,VHT,121.95,2019-08-28,0.1301,False,Healthcare
CL100531,Moderate,Equities,Mutual Fund,VTSMX,93.49,2019-08-22,-0.1365,False,Broad Market
CL100531,Moderate,Bonds,Corporate Bond,VCSH,741.03,2022-09-20,-0.0033,False,Short-Term Corporate
CL100531,Moderate,Bonds,Government Bond,Agency Bonds,1046.29,2021-12-16,0.021,False,Government Agency
CL100531,Moderate,Cash,Cash,Savings Account,234.88,2022-08-15,0.0084,False,Bank Deposit
CL100531,Moderate,Alternatives,Hedge Fund,Long/Short,12.01,2017-08-24,0.1522,True,Equity Strategy
CL100531,Moderate,Alternatives,Hedge Fund,Global Macro,231.76,2020-11-05,-0.0556,False,Macro Strategy
CL100531,Moderate,Real Estate,REIT,VNQ,40.73,2023-03-25,0.044,False,Diversified
CL100531,Moderate,Real Estate,Property,Residential,388.79,2020-03-31,0.1792,False,Residential
CL100531,Moderate,Commodities,Commodity,GLD,404.36,2025-07-05,-0.1827,False,Precious Metals
CL100531,Moderate,Commodities,Commodity,USO,67.05,2022-01-14,-0.2206,False,Energy
CL100531,Moderate,Commodities,Commodity,PDBC,35.18,2021-07-27,-0.2956,True,Diversified
CL100532,Conservative,Equities,Mutual Fund,VFIAX,70.11,2020-12-29,0.2514,False,Broad Market
CL100532,Conservative,Equities,Stock,V,16.24,2024-05-06,0.0216,True,Financials
CL100532,Conservative,Equities,Stock,AAPL,319.98,2017-12-24,0.1631,True,Technology
CL100532,Conservative,Equities,Stock,V,200.33,2023-01-12,-0.0187,False,Financials
CL100532,Conservative,Bonds,Government Bond,Agency Bonds,451.72,2022-10-10,0.0565,False,Government Agency
CL100532,Conservative,Bonds,Corporate Bond,VCLT,1399.09,2021-07-04,0.0137,False,Long-Term Corporate
CL100532,Conservative,Cash,Cash,Savings Account,266.28,2025-03-04,0.0295,False,Bank Deposit
CL100532,Conservative,Cash,Cash,Savings Account,188.03,2018-01-19,0.0285,False,Bank Deposit
CL100533,Moderately Aggressive,Equities,ETF,VHT,870.44,2023-11-07,0.0277,False,Healthcare
CL100533,Moderately Aggressive,Equities,ETF,QQQ,519.7,2015-10-05,0.0791,True,Technology
CL100533,Moderately Aggressive,Equities,ETF,VOO,149.73,2017-10-17,0.0834,True,Broad Market
CL100533,Moderately Aggressive,Equities,Stock,META,83.21,2017-08-01,-0.1002,False,Communication Services
CL100533,Moderately Aggressive,Equities,Stock,MSFT,292.51,2020-03-18,-0.3808,True,Technology
CL100533,Moderately Aggressive,Equities,ETF,IWM,487.1,2020-08-15,0.4735,False,Small Cap
CL100533,Moderately Aggressive,Equities,Stock,META,799.92,2019-08-05,-0.106,False,Communication Services
CL100533,Moderately Aggressive,Equities,Stock,AMZN,0.97,2016-01-24,0.1139,True,Consumer Discretionary
CL100533,Moderately Aggressive,Equities,Stock,JNJ,966.27,2015-08-16,0.0495,False,Healthcare
CL100533,Moderately Aggressive,Equities,ETF,VTI,970.72,2016-08-01,0.2523,False,Broad Market
CL100533,Moderately Aggressive,Equities,Stock,JNJ,457.59,2022-08-01,0.1021,False,Healthcare
CL100533,Moderately Aggressive,Equities,ETF,SPY,327.41,2016-06-20,0.1095,True,Broad Market
CL100533,Moderately Aggressive,Equities,Mutual Fund,SWPPX,1437.57,2017-08-24,-0.3515,True,Broad Market
CL100533,Moderately Aggressive,Equities,ETF,VB,1194.81,2022-05-21,-0.08,True,Small Cap
CL100533,Moderately Aggressive,Bonds,Corporate Bond,BLV,88.62,2016-01-13,0.0772,True,Long-Term
CL100533,Moderately Aggressive,Bonds,Corporate Bond,BLV,469.24,2021-11-15,0.1127,False,Long-Term
CL100533,Moderately Aggressive,Bonds,Government Bond,TIPS,284.79,2020-08-28,0.0713,True,Inflation-Protected
CL100533,Moderately Aggressive,Bonds,Corporate Bond,LQD,102.85,2025-05-29,0.0326,False,Investment Grade
CL100533,Moderately Aggressive,Bonds,Corporate Bond,Investment Grade,255.75,2018-04-11,0.0883,False,Investment Grade
CL100533,Moderately Aggressive,Bonds,Corporate Bond,Investment Grade,237.84,2015-08-18,0.0033,True,Investment Grade
CL100533,Moderately Aggressive,Bonds,Government Bond,Agency Bonds,454.48,2018-03-11,0.0255,False,Government Agency
CL100533,Moderately Aggressive,Cash,Cash,CD,290.12,2018-05-01,0.0165,False,Certificate of Deposit
CL100533,Moderately Aggressive,Alternatives,Private Equity,Buyout Fund,26.74,2017-11-06,0.4742,True,Mature Companies
CL100533,Moderately Aggressive,Alternatives,Private Equity,Growth Equity,11.17,2016-01-04,0.313,False,Growth Stage
CL100533,Moderately Aggressive,Alternatives,Private Equity,Buyout Fund,169.49,2020-09-17,-0.3088,False,Mature Companies
CL100533,Moderately Aggressive,Alternatives,Hedge Fund,Event Driven,186.77,2024-11-30,-0.142,False,Special Situations
CL100533,Moderately Aggressive,Real Estate,REIT,VNQ,495.34,2017-09-19,-0.048,True,Diversified
CL100534,Moderately Conservative,Equities,ETF,VOO,348.2,2017-08-23,0.0502,False,Broad Market
CL100534,Moderately Conservative,Equities,Stock,TSLA,958.08,2016-03-18,0.0239,False,Consumer Discretionary
CL100534,Moderately Conservative,Equities,Mutual Fund,FCNTX,460.53,2020-09-02,-0.0286,False,Growth
CL100534,Moderately Conservative,Equities,Mutual Fund,VTSAX,9.79,2018-01-22,-0.124,True,Broad Market
CL100534,Moderately Conservative,Equities,ETF,VHT,103.8,2023-10-07,0.2821,False,Healthcare
CL100534,Moderately Conservative,Equities,ETF,VOO,7.9,2016-06-12,0.0092,True,Broad Market
CL100534,Moderately Conservative,Equities,Mutual Fund,VTSAX,11.18,2021-12-06,0.0546,False,Broad Market
CL100534,Moderately Conservative,Bonds,Corporate Bond,Investment Grade,2698.89,2023-02-11,0.0333,False,Investment Grade
CL100534,Moderately Conservative,Cash,Cash,Savings Account,403.31,2017-02-17,0.0157,False,Bank Deposit
CL100534,Moderately Conservative,Cash,Cash,CD,79.54,2018-07-19,0.0289,False,Certificate of Deposit
CL100534,Moderately Conservative,Alternatives,Hedge Fund,Global Macro,65.06,2017-03-30,-0.2123,False,Macro Strategy
CL100534,Moderately Conservative,Alternatives,Hedge Fund,Market Neutral,77.63,2021-11-04,-0.0446,False,Arbitrage
CL100534,Moderately Conservative,Alternatives,Hedge Fund,Long/Short,55.44,2020-02-06,0.0384,False,Equity Strategy
CL100534,Moderately Conservative,Alternatives,Private Equity,Buyout Fund,116.0,2022-07-10,0.2299,True,Mature Companies
CL100534,Moderately Conservative,Real Estate,REIT,O,409.37,2024-12-16,-0.1119,False,Retail
CL100534,Moderately Conservative,Real Estate,Property,Residential,145.63,2018-09-19,0.0254,False,Residential
CL100535,Moderately Aggressive,Equities,Mutual Fund,SWPPX,1679.58,2025-02-13,0.1209,False,Broad Market
CL100535,Moderately Aggressive,Equities,Mutual Fund,VTSMX,17596.95,2018-05-19,0.2565,False,Broad Market
CL100535,Moderately Aggressive,Equities,ETF,VTI,2633.64,2019-10-07,0.301,False,Broad Market
CL100535,Moderately Aggressive,Equities,Mutual Fund,FCNTX,589.97,2019-07-17,0.2368,True,Growth
CL100535,Moderately Aggressive,Bonds,Corporate Bond,LQD,9616.94,2024-07-08,0.0546,False,Investment Grade
CL100535,Moderately Aggressive,Cash,Cash,Savings Account,1689.92,2020-05-09,0.0201,False,Bank Deposit
CL100535,Moderately Aggressive,Alternatives,Private Equity,Buyout Fund,297.16,2016-04-02,0.4238,True,Mature Companies
CL100535,Moderately Aggressive,Alternatives,Private Equity,Venture Capital,1248.67,2024-08-08,0.3907,True,Early Stage
CL100535,Moderately Aggressive,Alternatives,Private Equity,Growth Equity,2094.89,2019-12-05,0.2888,True,Growth Stage
CL100536,Moderately Conservative,Equities,ETF,XLF,102.98,2023-07-22,0.1913,True,Financials
CL100536,Moderately Conservative,Equities,Mutual Fund,VTSAX,35.3,2022-08-03,0.0636,False,Broad Market
CL100536,Moderately Conservative,Equities,Stock,GOOGL,62.24,2023-07-24,0.1296,False,Communication Services
CL100536,Moderately Conservative,Equities,ETF,XLK,127.28,2023-04-04,0.1686,True,Technology
CL100536,Moderately Conservative,Equities,ETF,XLK,25.15,2020-01-08,0.2444,False,Technology
CL100536,Moderately Conservative,Equities,ETF,VTI,97.95,2024-05-19,0.0291,False,Broad Market
CL100536,Moderately Conservative,Equities,Mutual Fund,SWPPX,78.37,2025-05-20,-0.01,False,Broad Market
CL100536,Moderately Conservative,Equities,Mutual Fund,SWPPX,96.51,2020-08-03,0.1723,True,Broad Market
CL100536,Moderately Conservative,Equities,Mutual Fund,FXAIX,16.63,2022-08-04,-0.1291,False,Broad Market
CL100536,Moderately Conservative,Equities,Stock,TSLA,16.78,2020-05-29,0.1891,False,Consumer Discretionary
CL100536,Moderately Conservative,Equities,Stock,JPM,495.86,2022-04-17,0.1006,False,Financials
CL100536,Moderately Conservative,Bonds,Corporate Bond,Investment Grade,431.82,2018-02-01,0.0104,False,Investment Grade
CL100536,Moderately Conservative,Bonds,Corporate Bond,LQD,537.79,2016-01-08,0.0934,False,Investment Grade
CL100536,Moderately Conservative,Bonds,Corporate Bond,High Yield,613.78,2018-04-30,0.0578,False,High Yield
CL100536,Moderately Conservative,Cash,Cash,CD,532.33,2017-10-15,0.0059,False,Certificate of Deposit
CL100536,Moderately Conservative,Real Estate,Property,Commercial,8.86,2017-08-06,-0.1012,False,Commercial
CL100536,Moderately Conservative,Real Estate,REIT,O,34.21,2016-09-22,0.3437,False,Retail
CL100536,Moderately Conservative,Real Estate,REIT,O,58.64,2018-12-15,0.0014,False,Retail
CL100537,Conservative,Equities,Mutual Fund,VFIAX,4228.39,2023-11-07,0.0729,True,Broad Market
CL100537,Conservative,Equities,Stock,GOOGL,4847.48,2024-05-16,0.0288,False,Communication Services
CL100537,Conservative,Equities,Mutual Fund,VTSMX,117.45,2018-03-01,-0.0183,True,Broad Market
CL100537,Conservative,Equities,Stock,AAPL,77.76,2020-03-08,0.2418,True,Technology
CL100537,Conservative,Equities,ETF,VOO,132.43,2016-12-08,-0.0046,False,Broad Market
CL100537,Conservative,Equities,Mutual Fund,VFIAX,17264.07,2022-08-07,0.1094,False,Broad Market
CL100537,Conservative,Equities,ETF,VB,14001.34,2019-08-17,0.1501,False,Small Cap
CL100537,Conservative,Equities,ETF,QQQ,1466.39,2023-12-14,0.2285,False,Technology
CL100537,Conservative,Equities,Mutual Fund,FXAIX,1238.25,2015-12-01,0.1382,False,Broad Market
CL100537,Conservative,Bonds,Government Bond,Agency Bonds,64021.47,2019-08-23,0.0882,False,Government Agency
CL100537,Conservative,Bonds,Corporate Bond,VCSH,30823.69,2020-03-12,-0.0184,False,Short-Term Corporate
CL100537,Conservative,Bonds,Government Bond,Municipal Bonds,19533.68,2016-03-13,0.0446,False,Municipal
CL100537,Conservative,Cash,Cash,T-Bills,41771.81,2025-05-20,0.0252,False,Short-Term Government
CL100537,Conservative,Commodities,Commodity,DBC,66.73,2019-09-11,0.1398,False,Diversified
CL100537,Conservative,Commodities,Commodity,USO,7366.62,2024-02-16,0.0771,False,Energy
CL100537,Conservative,Commodities,Commodity,GLD,8946.24,2017-03-18,-0.1694,False,Precious Metals
CL100538,Aggressive,Equities,Mutual Fund,FCNTX,2050.59,2024-10-04,0.0492,True,Growth
CL100538,Aggressive,Equities,ETF,QQQ,8244.01,2024-09-05,0.1827,False,Technology
CL100538,Aggressive,Equities,ETF,VHT,5732.45,2017-07-03,0.151,True,Healthcare
CL100538,Aggressive,Bonds,Government Bond,TIPS,369.91,2022-05-25,0.0636,False,Inflation-Protected
CL100538,Aggressive,Bonds,Corporate Bond,VCSH,100.35,2019-06-02,0.0402,False,Short-Term Corporate
CL100538,Aggressive,Bonds,Government Bond,US Treasury,1021.79,2023-03-05,-0.0541,True,Government
CL100538,Aggressive,Bonds,Corporate Bond,Investment Grade,130.62,2019-01-26,0.0657,False,Investment Grade
CL100538,Aggressive,Cash,Cash,Money Market,0.0,2022-01-30,0.0222,False,Money Market
CL100538,Aggressive,Cash,Cash,CD,0.0,2022-01-21,0.0311,False,Certificate of Deposit
CL100538,Aggressive,Alternatives,Hedge Fund,Event Driven,2139.21,2025-05-06,-0.2657,False,Special Situations
CL100538,Aggressive,Commodities,Commodity,IAU,1726.85,2021-11-27,-0.1368,False,Precious Metals
CL100539,Moderate,Equities,Stock,MSFT,35.37,2025-03-17,0.1942,False,Technology
CL100539,Moderate,Equities,Mutual Fund,FCNTX,2.27,2019-03-09,-0.0437,False,Growth
CL100539,Moderate,Equities,Mutual Fund,VTSMX,44.61,2021-11-27,0.1471,True,Broad Market
CL100539,Moderate,Equities,Stock,AMZN,127.2,2019-07-08,0.1126,False,Consumer Discretionary
CL100539,Moderate,Equities,ETF,XLK,71.61,2019-04-24,-0.1209,False,Technology
CL100539,Moderate,Equities,Stock,TSLA,27.77,2017-04-05,-0.0066,False,Consumer Discretionary
CL100539,Moderate,Equities,ETF,VOO,56.46,2021-05-09,0.2052,False,Broad Market
CL100539,Moderate,Equities,ETF,IWM,104.62,2015-12-27,0.1454,True,Small Cap
CL100539,Moderate,Equities,Stock,GOOGL,8.84,2020-07-06,0.1524,False,Communication Services
CL100539,Moderate,Equities,Stock,JNJ,57.25,2017-11-17,0.39,False,Healthcare
CL100539,Moderate,Equities,ETF,SPY,11.42,2018-02-01,0.2473,False,Broad Market
CL100539,Moderate,Equities,Mutual Fund,VTSAX,76.09,2022-11-26,0.0536,True,Broad Market
CL100539,Moderate,Equities,Stock,MSFT,3.76,2024-09-28,0.0121,False,Technology
CL100539,Moderate,Equities,Mutual Fund,VTSAX,7.13,2024-05-06,-0.0252,False,Broad Market
CL100539,Moderate,Bonds,Corporate Bond,VCSH,28.97,2018-11-05,0.017,False,Short-Term Corporate
CL100539,Moderate,Bonds,Government Bond,Agency Bonds,25.72,2024-03-27,0.0428,False,Government Agency
CL100539,Moderate,Bonds,Government Bond,Municipal Bonds,76.58,2022-12-07,0.0049,False,Municipal
CL100539,Moderate,Bonds,Corporate Bond,VCLT,53.48,2020-04-14,-0.1302,False,Long-Term Corporate
CL100539,Moderate,Bonds,Government Bond,TIPS,143.34,2018-06-10,0.1252,False,Inflation-Protected
CL100539,Moderate,Bonds,Government Bond,US Treasury,9.22,2016-06-04,-0.0269,False,Government
CL100539,Moderate,Cash,Cash,Savings Account,0.0,2025-05-09,0.0053,False,Bank Deposit
CL100539,Moderate,Cash,Cash,CD,0.0,2019-09-18,0.0081,False,Certificate of Deposit
CL100539,Moderate,Cash,Cash,Savings Account,0.0,2020-03-02,0.0202,False,Bank Deposit
CL100539,Moderate,Alternatives,Private Equity,Growth Equity,125.73,2022-06-26,0.0461,True,Growth Stage
CL100539,Moderate,Alternatives,Hedge Fund,Global Macro,26.74,2020-09-04,0.0182,True,Macro Strategy
CL100539,Moderate,Real Estate,Property,Commercial,74.93,2021-06-23,-0.0965,False,Commercial
CL100539,Moderate,Real Estate,Property,Residential,6.1,2021-10-31,-0.0847,False,Residential
CL100539,Moderate,Real Estate,REIT,AMT,25.91,2025-03-31,0.1339,False,Infrastructure
CL100539,Moderate,Commodities,Commodity,USO,46.29,2020-07-27,0.1338,False,Energy
CL100539,Moderate,Commodities,Commodity,IAU,28.5,2020-06-19,0.2952,True,Precious Metals
CL100540,Moderately Aggressive,Equities,Mutual Fund,VFIAX,1457.73,2021-12-30,-0.0321,False,Broad Market
CL100540,Moderately Aggressive,Equities,Mutual Fund,VTSMX,592.51,2019-06-29,0.1774,False,Broad Market
CL100540,Moderately Aggressive,Equities,Stock,JPM,945.36,2016-07-09,0.2166,False,Financials
CL100540,Moderately Aggressive,Equities,ETF,VHT,914.48,2017-02-18,0.081,False,Healthcare
CL100540,Moderately Aggressive,Equities,ETF,IWM,221.95,2021-11-08,-0.2705,False,Small Cap
CL100540,Moderately Aggressive,Equities,Mutual Fund,VTSAX,1200.99,2017-03-04,0.3444,False,Broad Market
CL100540,Moderately Aggressive,Equities,Mutual Fund,VTSMX,712.1,2024-08-16,0.036,False,Broad Market
CL100540,Moderately Aggressive,Equities,Mutual Fund,VTSAX,2030.9,2023-06-09,0.5035,True,Broad Market
CL100540,Moderately Aggressive,Equities,Stock,TSLA,1444.12,2018-05-21,0.2053,True,Consumer Discretionary
CL100540,Moderately Aggressive,Equities,ETF,QQQ,145.48,2021-05-14,0.0397,False,Technology
CL100540,Moderately Aggressive,Equities,Mutual Fund,VTSMX,825.88,2020-02-01,0.1417,False,Broad Market
CL100540,Moderately Aggressive,Equities,ETF,SPY,1492.34,2023-07-25,-0.3077,False,Broad Market
CL100540,Moderately Aggressive,Equities,Stock,MSFT,112.06,2018-04-10,0.277,False,Technology
CL100540,Moderately Aggressive,Bonds,Corporate Bond,LQD,387.23,2017-11-23,0.1683,False,Investment Grade
CL100540,Moderately Aggressive,Bonds,Government Bond,US Treasury,245.16,2025-03-31,0.1471,False,Government
CL100540,Moderately Aggressive,Bonds,Government Bond,TIPS,1427.91,2015-10-29,0.0485,False,Inflation-Protected
CL100540,Moderately Aggressive,Bonds,Government Bond,Municipal Bonds,357.41,2021-08-08,0.0626,False,Municipal
CL100540,Moderately Aggressive,Bonds,Government Bond,Agency Bonds,448.31,2025-04-20,0.0564,False,Government Agency
CL100540,Moderately Aggressive,Bonds,Government Bond,Municipal Bonds,637.23,2022-06-20,0.101,False,Municipal
CL100540,Moderately Aggressive,Bonds,Corporate Bond,BLV,41.78,2022-08-18,0.0189,False,Long-Term
CL100540,Moderately Aggressive,Bonds,Government Bond,US Treasury,906.5,2022-03-22,0.0809,True,Government
CL100540,Moderately Aggressive,Cash,Cash,CD,0.0,2017-07-08,0.0077,False,Certificate of Deposit
CL100540,Moderately Aggressive,Alternatives,Hedge Fund,Global Macro,78.02,2020-05-02,-0.3193,True,Macro Strategy
CL100540,Moderately Aggressive,Alternatives,Hedge Fund,Market Neutral,388.17,2019-07-06,0.3982,True,Arbitrage
CL100540,Moderately Aggressive,Alternatives,Hedge Fund,Global Macro,1483.65,2020-12-16,-0.028,True,Macro Strategy
CL100540,Moderately Aggressive,Alternatives,Private Equity,Growth Equity,121.81,2019-05-01,-0.2943,False,Growth Stage
CL100540,Moderately Aggressive,Real Estate,REIT,SCHH,90.15,2024-01-03,0.2291,False,Diversified
CL100540,Moderately Aggressive,Real Estate,Property,Commercial,26.24,2024-08-01,-0.0851,False,Commercial
CL100540,Moderately Aggressive,Real Estate,REIT,AMT,960.54,2020-03-28,0.1337,True,Infrastructure
CL100541,Conservative,Equities,Mutual Fund,VFIAX,1005.39,2021-03-17,-0.0756,False,Broad Market
CL100541,Conservative,Equities,ETF,VTI,729.3,2021-05-02,0.0676,False,Broad Market
CL100541,Conservative,Equities,Stock,PG,73.47,2021-05-22,-0.0258,False,Consumer Staples
CL100541,Conservative,Equities,Mutual Fund,SWPPX,117.99,2022-01-22,-0.0776,False,Broad Market
CL100541,Conservative,Equities,Stock,MSFT,395.64,2025-04-10,-0.0257,False,Technology
CL100541,Conservative,Bonds,Government Bond,Agency Bonds,3029.62,2018-06-06,0.0523,False,Government Agency
CL100541,Conservative,Bonds,Corporate Bond,VCSH,777.94,2016-07-02,-0.041,False,Short-Term Corporate
CL100541,Conservative,Bonds,Corporate Bond,VCSH,289.54,2015-09-02,0.0016,False,Short-Term Corporate
CL100541,Conservative,Bonds,Government Bond,US Treasury,1038.9,2017-10-08,0.0173,False,Government
CL100541,Conservative,Bonds,Government Bond,TIPS,395.68,2024-02-25,0.081,False,Inflation-Protected
CL100541,Conservative,Bonds,Corporate Bond,VCLT,1212.99,2023-09-12,0.0541,False,Long-Term Corporate
CL100541,Conservative,Bonds,Corporate Bond,BLV,182.2,2024-05-25,0.0494,False,Long-Term
CL100541,Conservative,Bonds,Corporate Bond,LQD,148.87,2022-03-27,0.0632,False,Investment Grade
CL100541,Conservative,Cash,Cash,T-Bills,449.77,2022-05-06,0.0097,False,Short-Term Government
CL100541,Conservative,Cash,Cash,Money Market,1314.49,2022-09-12,0.0219,False,Money Market
CL100541,Conservative,Real Estate,Property,Residential,63.69,2019-06-08,0.1532,False,Residential
CL100541,Conservative,Real Estate,REIT,IYR,82.28,2016-11-07,0.1053,False,Diversified
CL100541,Conservative,Real Estate,REIT,VNQ,381.71,2016-08-07,-0.0093,False,Diversified
CL100542,Moderately Conservative,Equities,ETF,VB,3484.22,2023-10-03,-0.0046,False,Small Cap
CL100542,Moderately Conservative,Equities,Mutual Fund,VTSAX,2591.47,2021-11-16,0.0526,False,Broad Market
CL100542,Moderately Conservative,Equities,Mutual Fund,VFIAX,2523.56,2022-07-13,0.0325,False,Broad Market
CL100542,Moderately Conservative,Equities,ETF,VHT,2266.28,2019-01-24,0.001,False,Healthcare
CL100542,Moderately Conservative,Equities,ETF,SPY,9129.04,2019-01-28,0.14,False,Broad Market
CL100542,Moderately Conservative,Equities,Mutual Fund,SWPPX,8642.28,2015-12-23,0.0325,False,Broad Market
CL100542,Moderately Conservative,Equities,Mutual Fund,SWPPX,1415.19,2022-11-19,0.1426,False,Broad Market
CL100542,Moderately Conservative,Equities,Mutual Fund,FXAIX,1374.59,2022-04-10,0.2584,False,Broad Market
CL100542,Moderately Conservative,Equities,Mutual Fund,VTSMX,2565.5,2019-11-16,-0.062,False,Broad Market
CL100542,Moderately Conservative,Equities,ETF,VHT,318.5,2020-03-03,0.1265,True,Healthcare
CL100542,Moderately Conservative,Equities,Stock,V,1144.1,2018-05-10,0.1222,False,Financials
CL100542,Moderately Conservative,Equities,Mutual Fund,VTSAX,831.95,2022-08-29,-0.071,False,Broad Market
CL100542,Moderately Conservative,Equities,Mutual Fund,VTSAX,801.28,2020-06-09,0.1475,False,Broad Market
CL100542,Moderately Conservative,Equities,Mutual Fund,VFIAX,3224.91,2022-06-10,0.0385,False,Broad Market
CL100542,Moderately Conservative,Equities,Stock,TSLA,1537.41,2024-05-25,0.3074,True,Consumer Discretionary
CL100542,Moderately Conservative,Bonds,Government Bond,Agency Bonds,41.0,2019-06-25,0.09,False,Government Agency
CL100542,Moderately Conservative,Bonds,Corporate Bond,BLV,4851.98,2016-06-20,0.0671,False,Long-Term
CL100542,Moderately Conservative,Bonds,Corporate Bond,VCLT,3962.26,2021-01-10,0.0136,False,Long-Term Corporate
CL100542,Moderately Conservative,Bonds,Government Bond,US Treasury,8594.62,2018-10-09,0.0322,False,Government
CL100542,Moderately Conservative,Bonds,Government Bond,Municipal Bonds,3387.31,2016-02-11,-0.0215,False,Municipal
CL100542,Moderately Conservative,Bonds,Corporate Bond,High Yield,26364.91,2018-02-20,0.0524,False,High Yield
CL100542,Moderately Conservative,Bonds,Government Bond,US Treasury,7790.73,2015-10-27,-0.0003,False,Government
CL100542,Moderately Conservative,Bonds,Corporate Bond,Investment Grade,7575.05,2021-07-14,0.1519,False,Investment Grade
CL100542,Moderately Conservative,Cash,Cash,CD,2169.52,2019-01-25,0.0145,False,Certificate of Deposit
CL100542,Moderately Conservative,Cash,Cash,Savings Account,1849.78,2018-06-21,0.0283,False,Bank Deposit
CL100542,Moderately Conservative,Alternatives,Hedge Fund,Market Neutral,2162.28,2017-04-15,-0.0094,False,Arbitrage
CL100542,Moderately Conservative,Alternatives,Hedge Fund,Event Driven,1814.03,2022-02-12,0.1505,True,Special Situations
